Group #,Content Hash,Why Duplicate?,Original Response ID,Original Status,Original Created Date,Original Start Time,Original End Time,Original Duration (seconds),Original # of Questions Answered,Original GPS Location,Original Has Audio,Duplicate Response ID,Duplicate Status (Now Abandoned),Duplicate Created Date,Duplicate Start Time,Duplicate End Time,Duplicate Duration (seconds),Duplicate # of Questions Answered,Duplicate GPS Location,Duplicate Has Audio,Time Difference (minutes),All Fields Match?,Evidence of Duplication
427,37f0dfd9af00872a,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",054a0819-30be-4f79-8fe3-c7514dce7e66,Pending_Approval,"Jan 1, 2026, 06:08 AM",04:09:35 AM,04:14:00 AM,265,27,"22.1209, 87.2327",Yes,199c85f7-b02f-4107-847b-8b7c64399f01,Rejected → abandoned,"Jan 1, 2026, 06:15 AM",04:09:35 AM,04:14:00 AM,265,27,"22.1209, 87.2327",Yes,7,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
428,38ba557bfedabbac,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",4c5ada3d-735a-4f38-96ed-a6cc9cc564bd,Pending_Approval,"Jan 3, 2026, 05:15 AM",01:39:45 PM,01:44:15 PM,270,27,"22.5972, 88.3608",Yes,a78668ca-fe9f-4b37-b8a2-9276ae9f4695,Rejected → abandoned,"Jan 3, 2026, 05:23 AM",01:39:45 PM,01:44:15 PM,270,27,"22.5972, 88.3608",Yes,8,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
429,38ca03b135c8f413,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",aaa45e70-dcec-499d-be17-c0f5d79b8574,Pending_Approval,"Dec 30, 2025, 04:04 AM",11:07:47 AM,11:12:13 AM,266,27,"23.7551, 87.0302",Yes,4bd93a77-3bec-42f3-9972-768a8a486d42,Rejected → abandoned,"Dec 30, 2025, 04:06 AM",11:07:47 AM,11:12:13 AM,266,27,"23.7551, 87.0302",Yes,3,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
430,3990c85448e938bb,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",bff43532-932d-40b3-bd65-aa2c3c8ec815,Pending_Approval,"Jan 2, 2026, 11:18 AM",10:35:27 AM,10:42:39 AM,431,27,"22.7588, 88.6652",Yes,9ebc0823-2c0a-4036-b572-8f299fd445c4,Rejected → abandoned,"Jan 2, 2026, 01:32 PM",10:35:27 AM,10:42:39 AM,431,27,"22.7588, 88.6652",Yes,134,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
431,39afab62484918fa,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",9b774f0d-4c53-4d7c-9a33-3dd591c90ee1,Pending_Approval,"Jan 1, 2026, 01:15 PM",01:10:11 PM,01:15:00 PM,289,27,"22.5048, 88.3839",Yes,0128931a-cd86-40f1-8fce-238abb15a859,Rejected → abandoned,"Jan 1, 2026, 01:17 PM",01:10:11 PM,01:15:00 PM,289,27,"22.5048, 88.3839",Yes,1,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
432,39f74bdc282b0c37,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",630fa39d-2cbe-4db9-8249-3c4b061031da,Pending_Approval,"Dec 30, 2025, 12:11 PM",07:26:40 AM,07:36:06 AM,566,27,"23.0116, 88.4116",Yes,ec60ce80-b2bb-4abd-bdb2-4d92a366b772,Rejected → abandoned,"Dec 30, 2025, 12:11 PM",07:26:40 AM,07:36:06 AM,566,27,"23.0116, 88.4116",Yes,0,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
433,3a3ddd8e3a3c0c2a,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",0f8814b0-e817-4008-aff6-d5382e9b786b,Pending_Approval,"Jan 3, 2026, 05:16 AM",01:39:42 PM,01:46:20 PM,397,27,"24.9344, 88.0578",Yes,6d45f125-7c73-4225-949c-8f580cc2c4f7,Rejected → abandoned,"Jan 3, 2026, 07:06 AM",01:39:42 PM,01:46:20 PM,397,27,"24.9344, 88.0578",Yes,110,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
434,3abe1741d19254d5,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",89c3868b-ed42-45af-a43c-02e4885ba998,Pending_Approval,"Jan 3, 2026, 11:54 AM",08:26:06 AM,08:31:20 AM,313,27,"24.4544, 88.1100",Yes,0576c43f-0b8e-4625-8333-246f20ddd5cf,Rejected → abandoned,"Jan 4, 2026, 04:26 AM",08:26:06 AM,08:31:20 AM,313,27,"24.4544, 88.1100",Yes,992,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
435,3aceb41e99b88ba7,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",62f6ed94-3fdf-48b7-bcdb-cee4e79712c5,Pending_Approval,"Jan 3, 2026, 10:50 AM",10:43:41 AM,10:48:55 AM,314,27,"23.6897, 86.9294",Yes,0a841336-c1d0-4832-b2d3-b75a894b601f,Rejected → abandoned,"Jan 3, 2026, 11:43 AM",10:43:41 AM,10:48:55 AM,314,27,"23.6897, 86.9294",Yes,53,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
436,3ae0c8733cfa648c,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",e7c965a6-d2a6-4588-95dd-d5315a83f5f7,Pending_Approval,"Jan 4, 2026, 04:59 AM",04:36:49 AM,04:40:26 AM,216,27,"22.8808, 88.0244",Yes,21904612-f3a1-4269-ab54-9a87ce0be412,Rejected → abandoned,"Jan 4, 2026, 05:10 AM",04:36:49 AM,04:40:26 AM,216,27,"22.8808, 88.0244",Yes,11,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
437,3b260ef001c948a5,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",084c2b1c-642f-42de-9035-f9813f6d3403,Pending_Approval,"Dec 29, 2025, 07:29 AM",06:36:47 AM,06:42:15 AM,328,27,"21.8538, 87.5483",Yes,37eb7a78-f684-4ef5-918b-89b4f5fd4089,Rejected → abandoned,"Dec 29, 2025, 07:02 AM",06:36:47 AM,06:42:15 AM,328,27,"21.8538, 87.5483",No,-27,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
438,3b4343f9566bb594,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",eac9cdb0-fedb-4e8b-b9ea-133c56ce2729,Pending_Approval,"Dec 30, 2025, 02:54 AM",11:54:36 AM,12:00:18 PM,342,27,"22.3664, 88.1086",Yes,96eb117c-ec20-4e0c-8252-3bd12a2baec4,Rejected → abandoned,"Dec 30, 2025, 02:57 AM",11:54:36 AM,12:00:18 PM,342,27,"22.3664, 88.1086",Yes,3,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
439,3b931e129d03d3b3,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",f1cde30a-649b-415e-81e1-bba9ecad810c,Pending_Approval,"Dec 31, 2025, 01:37 PM",01:26:08 PM,01:31:31 PM,323,25,"21.8542, 87.5482",Yes,438c3007-fa77-4c38-90f6-488cbcb5a28c,Rejected → abandoned,"Dec 31, 2025, 01:39 PM",01:26:08 PM,01:31:31 PM,323,25,"21.8542, 87.5482",Yes,2,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
440,3bb92c3ad1fc6030,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",ed4f7c70-f2c6-4c08-82b4-9c8d57f49137,Pending_Approval,"Dec 27, 2025, 01:26 PM",07:40:50 AM,07:45:34 AM,283,27,"23.2520, 87.4661",Yes,bba4bb32-1c17-4f74-930c-81bac701f91e,Rejected → abandoned,"Dec 28, 2025, 06:30 AM",07:40:50 AM,07:45:34 AM,283,27,"23.2520, 87.4661",Yes,1023,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
441,3c63e6c29fdad827,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",f2e768d1-db77-4be9-9188-44392372c4c4,Pending_Approval,"Jan 1, 2026, 09:57 AM",10:50:51 AM,10:56:02 AM,311,27,"23.7314, 86.8154",Yes,74c76b8b-e05d-43c5-9f42-81fff12b9e1d,Rejected → abandoned,"Jan 1, 2026, 10:15 AM",10:50:51 AM,10:56:02 AM,311,27,"23.7314, 86.8154",Yes,18,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
442,3c714d722f648da3,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same digital fingerprint (content hash)",da4c16d5-e863-4304-ac8a-0b882eac193a,Pending_Approval,"Jan 3, 2026, 11:39 AM",10:14:13 AM,10:21:25 AM,431,27,N/A,Yes,b2a0ad75-4856-4124-b3e2-bf346938859f,Rejected → abandoned,"Jan 3, 2026, 11:46 AM",10:14:13 AM,10:21:25 AM,431,27,N/A,Yes,7,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same Audio Status; Same Content Hash (Digital Fingerprint)
443,3db7dc3ce8a41cd7,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",0ef0e5ff-3a14-482f-a31a-c39c799af304,Pending_Approval,"Dec 29, 2025, 02:56 PM",09:08:25 AM,09:14:42 AM,376,27,"22.6593, 88.1161",Yes,e8f57994-c6cc-4c6f-98f3-28fa2505f8c3,Rejected → abandoned,"Dec 30, 2025, 03:25 AM",09:08:25 AM,09:14:42 AM,376,27,"22.6593, 88.1161",Yes,749,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
444,3e3ad567ef526dc4,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",b69e4021-9411-4e2b-81fb-dc2b52ee62f5,Pending_Approval,"Jan 3, 2026, 07:20 AM",09:26:07 AM,09:31:14 AM,307,27,"26.6778, 88.4328",Yes,db689a79-ecdc-4af3-9f8f-82d3861d4a90,Rejected → abandoned,"Jan 3, 2026, 07:38 AM",09:26:07 AM,09:31:14 AM,307,27,"26.6778, 88.4328",Yes,18,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
445,3e44a5b5a9025eb4,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same digital fingerprint (content hash)",1ced8170-f8f2-4737-aa7d-b8e2fd9996d5,Pending_Approval,"Jan 3, 2026, 11:21 AM",05:26:21 AM,05:30:28 AM,247,27,N/A,Yes,44f82721-e68d-4329-afc9-3aef117a08da,Rejected → abandoned,"Jan 3, 2026, 11:22 AM",05:26:21 AM,05:30:28 AM,247,27,N/A,Yes,1,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same Audio Status; Same Content Hash (Digital Fingerprint)
446,3ea8237a3fe32596,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",8d375ca7-312d-4dda-98a8-805fc6188df5,Pending_Approval,"Jan 3, 2026, 07:36 AM",07:21:43 AM,07:25:36 AM,233,27,"26.2129, 88.2364",Yes,8e0380ca-c3f8-480e-b10c-7c652043b733,Rejected → abandoned,"Jan 3, 2026, 07:39 AM",07:21:43 AM,07:25:36 AM,233,27,"26.2129, 88.2364",Yes,3,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
447,3ed2011099476d43,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same digital fingerprint (content hash)",e9ad03ff-535f-426b-876b-c585815b53a9,Pending_Approval,"Jan 3, 2026, 08:33 AM",09:57:58 AM,10:04:07 AM,369,27,N/A,Yes,049147e6-3fd3-489b-ab80-f0093e367ebf,Rejected → abandoned,"Jan 3, 2026, 10:22 AM",09:57:58 AM,10:04:07 AM,369,27,N/A,Yes,110,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same Audio Status; Same Content Hash (Digital Fingerprint)
448,3ee309bef285bebf,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",99c8a4bd-e7f6-4903-bff9-3c8cbab61ab6,Pending_Approval,"Jan 3, 2026, 08:31 AM",08:26:44 AM,08:31:01 AM,256,27,"23.6718, 86.9708",Yes,3d28ea2c-30e5-4818-a5ff-457bce5e7076,Rejected → abandoned,"Jan 3, 2026, 08:32 AM",08:26:44 AM,08:31:01 AM,256,27,"23.6718, 86.9708",Yes,1,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
449,3f86cbf01e7ea230,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",ab6e13a6-3db1-4399-9c3b-9e06f0a0482b,Pending_Approval,"Jan 1, 2026, 09:23 AM",10:23:40 AM,10:29:45 AM,365,27,"23.7312, 86.8153",Yes,65438c80-74d5-413e-b6d2-500375506377,Rejected → abandoned,"Jan 1, 2026, 10:11 AM",10:23:40 AM,10:29:45 AM,365,27,"23.7312, 86.8153",Yes,48,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
450,3fd39612ee0c3f10,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",448dd5a8-734e-467f-857e-396b1b0aa8ac,Pending_Approval,"Jan 2, 2026, 07:11 AM",08:26:44 AM,08:31:12 AM,267,27,"22.7040, 88.3881",Yes,14666f9a-83e3-489b-b13a-ebf4ee58c07a,Rejected → abandoned,"Jan 2, 2026, 06:10 PM",08:26:44 AM,08:31:12 AM,267,27,"22.7040, 88.3881",Yes,659,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
451,4003f076d90f57f9,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",edb31f11-2370-401b-9fe2-46bc3c19c268,Pending_Approval,"Dec 28, 2025, 05:07 AM",09:41:01 AM,09:46:32 AM,331,27,"22.6433, 88.4244",Yes,a67a19e8-59ec-41f1-9277-ccccdd1195c4,Rejected → abandoned,"Dec 28, 2025, 03:21 AM",09:41:01 AM,09:46:32 AM,331,27,"22.6433, 88.4244",No,-106,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
452,4042a4fdecb82b0b,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",c523d3c7-9256-406a-9a76-4e780642e395,Pending_Approval,"Jan 2, 2026, 02:01 PM",10:24:19 AM,10:31:58 AM,459,27,"22.9617, 88.4061",Yes,9658b0fb-db11-4fea-b03c-3fa862c848db,Rejected → abandoned,"Jan 2, 2026, 05:15 PM",10:24:19 AM,10:31:58 AM,459,27,"22.9617, 88.4061",Yes,193,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
453,407f06590ea53dbf,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",237d17e3-374c-464b-b1c9-aa79a9962c64,Pending_Approval,"Jan 4, 2026, 05:13 AM",05:36:10 AM,05:41:37 AM,326,27,"22.6948, 88.4375",Yes,db426d9e-34d0-4956-b990-795b9aedacdc,Rejected → abandoned,"Jan 4, 2026, 06:09 AM",05:36:10 AM,05:41:37 AM,326,27,"22.6948, 88.4375",Yes,56,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
454,40ad2b9ad1cb3b40,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",38690f15-7019-4ff1-8774-72225cb9bd60,Rejected,"Dec 29, 2025, 12:00 PM",11:31:58 AM,11:35:57 AM,238,27,"25.1547, 88.3591",Yes,f86cd518-8e47-4cc8-9ea6-15b663065ba7,Rejected → abandoned,"Dec 31, 2025, 07:29 AM",11:31:58 AM,11:35:57 AM,238,27,"25.1547, 88.3591",Yes,2609,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
455,40ebc147540184eb,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",fca4410f-ae46-4246-9ead-f6e4d737b214,Pending_Approval,"Dec 31, 2025, 01:18 PM",10:31:24 AM,10:39:15 AM,471,27,"22.5642, 88.1525",Yes,1324572c-f978-4f07-ba41-86b325bff7c5,Rejected → abandoned,"Dec 31, 2025, 01:24 PM",10:31:24 AM,10:39:15 AM,471,27,"22.5642, 88.1525",Yes,6,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
456,411ad70fb357f2fe,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same digital fingerprint (content hash)",2f1e4e45-84c6-41cb-9620-6908e2d64059,Pending_Approval,"Jan 2, 2026, 11:45 AM",11:20:36 AM,11:25:53 AM,317,27,N/A,Yes,71cbbd83-64b2-43bf-a48d-30b85929c1f9,Rejected → abandoned,"Jan 2, 2026, 01:19 PM",11:20:36 AM,11:25:53 AM,317,27,N/A,Yes,94,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same Audio Status; Same Content Hash (Digital Fingerprint)
457,4123617cf643aa42,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",4b3e82d1-6083-48c6-9ccf-171d7130441e,Pending_Approval,"Dec 28, 2025, 01:12 PM",10:48:03 AM,10:53:53 AM,349,28,"22.5426, 88.3681",Yes,a2641348-3851-4b70-acb4-e6a159ba76c8,Rejected → abandoned,"Dec 28, 2025, 12:56 PM",10:48:03 AM,10:53:53 AM,349,28,"22.5426, 88.3681",No,-16,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
458,4170a4d17482c629,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",3ad60fef-c1bf-476d-8c25-f9ce55237de0,Pending_Approval,"Jan 1, 2026, 09:58 AM",11:25:10 AM,11:30:19 AM,308,27,"23.7320, 86.8164",Yes,e1c8732b-4e0a-47c1-917f-f28d2e7473cf,Rejected → abandoned,"Jan 1, 2026, 10:16 AM",11:25:10 AM,11:30:19 AM,308,27,"23.7320, 86.8164",Yes,18,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
459,41a1a041b15e5591,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",deb192d2-958f-49ef-bb57-86cc30196aa4,Pending_Approval,"Jan 3, 2026, 05:08 AM",05:21:03 AM,05:25:34 AM,270,27,"22.5926, 88.3690",Yes,ee864d8c-164d-4dd2-956f-a0f243c69a56,Rejected → abandoned,"Jan 3, 2026, 05:11 AM",05:21:03 AM,05:25:34 AM,270,27,"22.5926, 88.3690",Yes,3,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
460,41be02c0b6746818,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same digital fingerprint (content hash)",c517bf1e-5ac2-4553-b7c4-ddf690a7c2fb,Rejected,"Dec 31, 2025, 08:13 AM",08:05:11 AM,08:12:47 AM,456,27,N/A,Yes,34a6ad12-68ae-4199-ac1a-ca01dca655f2,Rejected → abandoned,"Dec 31, 2025, 08:14 AM",08:05:11 AM,08:12:47 AM,456,27,N/A,Yes,1,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same Audio Status; Same Content Hash (Digital Fingerprint)
461,41da72b192ce16aa,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",bccbf797-4201-46c2-9974-31834ef79a98,Pending_Approval,"Dec 28, 2025, 10:11 AM",07:41:08 AM,07:45:41 AM,272,25,"22.5178, 88.4731",Yes,07a19237-ed82-4058-a571-a7a01be2a544,Rejected → abandoned,"Dec 28, 2025, 08:55 AM",07:41:08 AM,07:45:41 AM,272,25,"22.5178, 88.4731",No,-76,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
462,420a438e3c6e8601,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",1e122c65-ab4f-47f9-8677-b1493e34152b,Rejected,"Dec 31, 2025, 01:29 PM",09:07:52 AM,09:13:04 AM,311,27,"25.1861, 87.9855",Yes,182ec368-4365-4108-b734-aaf2e93795e4,Rejected → abandoned,"Jan 2, 2026, 06:31 AM",09:07:52 AM,09:13:04 AM,311,27,"25.1861, 87.9855",Yes,2463,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
463,4218babb3f91cf36,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",c792612c-b398-4a89-befc-11bac51b55e9,Pending_Approval,"Jan 3, 2026, 07:57 AM",10:14:18 AM,10:19:06 AM,288,27,"23.6891, 86.9308",Yes,e4bc0327-e72f-4923-8bc9-42ea9918453a,Rejected → abandoned,"Jan 3, 2026, 10:40 AM",10:14:18 AM,10:19:06 AM,288,27,"23.6891, 86.9308",Yes,163,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
464,429c54171bc5f179,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",afe48118-235a-4155-9b6e-4b8ce604469c,Pending_Approval,"Dec 30, 2025, 10:46 AM",09:31:57 AM,09:36:21 AM,263,27,"23.4940, 88.4502",Yes,e047e48e-2e65-4727-a149-92bf63090f5b,Rejected → abandoned,"Dec 30, 2025, 11:16 AM",09:31:57 AM,09:36:21 AM,263,27,"23.4940, 88.4502",Yes,31,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
465,42e1951f7c43d397,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",88341156-886a-49f4-b6aa-4f56de1d9374,Pending_Approval,"Jan 4, 2026, 09:32 AM",09:00:32 AM,09:05:35 AM,303,27,"22.6478, 88.4199",Yes,ba0540e4-9d0d-41d1-b197-f7af38c5d5f0,Rejected → abandoned,"Jan 4, 2026, 09:33 AM",09:00:32 AM,09:05:35 AM,303,27,"22.6478, 88.4199",Yes,1,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
466,432c784152d0041b,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",cecd0a91-80fb-4e4f-ae92-84f08e089e42,Pending_Approval,"Jan 3, 2026, 12:44 PM",10:06:13 AM,10:11:56 AM,342,27,"22.5977, 88.3605",Yes,9a9969f4-cd11-4f06-84ef-6d9463ca9efd,Rejected → abandoned,"Jan 3, 2026, 01:26 PM",10:06:13 AM,10:11:56 AM,342,27,"22.5977, 88.3605",Yes,43,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
467,432eb974c502686f,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",776619f2-897c-42bf-bc37-274b9338dd3b,Rejected,"Dec 28, 2025, 07:46 AM",07:08:27 AM,07:14:41 AM,374,27,"22.5169, 88.4729",No,e0290f2d-3f29-4ced-8859-dee3477d9dc7,Rejected → abandoned,"Dec 28, 2025, 08:49 AM",07:08:27 AM,07:14:41 AM,374,27,"22.5169, 88.4729",Yes,63,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
468,439ffcca11d04571,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",bd61ff20-6de5-4d0f-a631-6a01f285acdc,Pending_Approval,"Dec 30, 2025, 07:52 AM",07:04:15 AM,07:15:50 AM,695,27,"23.0114, 88.4118",Yes,9720c199-0a9e-49fb-adca-e22f8e71091c,Rejected → abandoned,"Dec 30, 2025, 08:08 AM",07:04:15 AM,07:15:50 AM,695,27,"23.0114, 88.4118",Yes,17,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
469,43b7b2d6efc9bd5d,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",b7ec6e8e-8983-42c1-8e62-b465264c6589,Rejected,"Dec 24, 2025, 01:16 PM",09:14:44 AM,09:19:03 AM,259,27,"23.7633, 87.6899",No,d168b952-3f6d-4391-ad54-aa9d76b55cf3,Rejected → abandoned,"Dec 24, 2025, 01:58 PM",09:14:44 AM,09:19:03 AM,259,27,"23.7633, 87.6899",Yes,42,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
470,43c265b355c02369,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",acd49496-1252-4d00-aa5e-1c37f96e46d4,Pending_Approval,"Dec 28, 2025, 10:44 AM",06:38:03 AM,06:42:42 AM,278,27,"23.1900, 88.5992",Yes,84490793-5f64-48af-9641-745d99f0ec1d,Rejected → abandoned,"Dec 28, 2025, 02:31 PM",06:38:03 AM,06:42:42 AM,278,27,"23.1900, 88.5992",Yes,228,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
