Group Number,Content Hash,Original Response ID,Original Status,Original Created At,Duplicate Response ID,Duplicate Status,Duplicate Created At,Action Taken,Reason
365,25968b6c3f404ffc,63f67a4e-c4c8-4ddf-a179-34d29ed8bb4e,Pending_Approval,2025-12-26T11:03:33.775Z,b9d2fef1-b422-4dee-910f-49b4882cf5b1,Rejected -> abandoned,2025-12-26T10:22:03.025Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
366,25a032dce3e1e9e0,f5ddb872-8e61-48b5-bfdc-3a57a8e83ece,Pending_Approval,2025-12-31T11:03:10.621Z,27e5269b-ec58-4f7e-9b0c-3f652f1ae1c2,Rejected -> abandoned,2026-01-02T06:32:17.406Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
367,25ccdbccbdda015d,897deff0-ee9c-4377-aa7b-fb0ef1f29654,Pending_Approval,2025-12-31T10:27:35.679Z,cf359da3-a766-4808-b925-f16f18153987,Rejected -> abandoned,2025-12-31T10:28:20.305Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
368,25dc465f29c516b1,da5bd7b9-98a5-411f-9243-7b38cd642933,Rejected,2025-12-31T07:41:10.788Z,9f93945b-d711-43ad-9ca5-4e1000a679c3,Rejected -> abandoned,2025-12-31T08:38:28.419Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
369,261b1f5b37bf57fc,9a28e945-c602-4675-a4a2-5338a5c65296,Pending_Approval,2025-12-24T13:36:47.919Z,8bbcb48b-a65c-4db9-b481-0acd8e57414f,Rejected -> abandoned,2026-01-01T11:37:22.262Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
370,26973e29cd5292fc,aa7d5ffd-9da6-4d19-928d-170a215dc65b,Pending_Approval,2026-01-02T11:26:36.355Z,932f9b70-ae5f-4674-acd7-4e123b2a63ad,Rejected -> abandoned,2026-01-03T03:01:38.166Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
371,26a00e2e903333a2,883b7ff2-ed97-43b3-bd8c-485b360dee2a,Pending_Approval,2026-01-03T09:05:02.031Z,43c492b0-6032-4b9e-a0a7-2860d0e7e0a4,Rejected -> abandoned,2026-01-03T09:05:24.168Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
372,27281bbdf5fe8151,b582bcb8-c7be-4b09-a683-7904091cea8b,Pending_Approval,2026-01-04T07:40:10.727Z,7d108245-f9c7-42ca-a93b-591f2e2c757a,Rejected -> abandoned,2026-01-04T07:45:41.464Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
373,274eaf97312d18d6,b5f9a6cb-c018-4e3d-b0cd-22d97956fccb,Pending_Approval,2025-12-26T12:55:59.992Z,c68bc3b8-e630-4c33-ab58-67fba5717225,Rejected -> abandoned,2025-12-30T11:26:56.162Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
374,27d2cd28a593311b,acf18312-6035-4e52-9184-87e1357cb9e7,Pending_Approval,2026-01-03T03:06:43.922Z,1a70c1d7-c7f9-4fbf-9300-9db527a9d08f,Rejected -> abandoned,2026-01-03T09:32:48.141Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
375,282b0b77cd158847,15257c41-7947-42d4-8a83-660176049bdf,Pending_Approval,2025-12-30T03:42:09.988Z,5f3c98d2-b6fd-4177-924c-676150587699,Rejected -> abandoned,2025-12-30T03:43:28.728Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
376,285a64d60090a632,b73ad12f-8e20-44bd-bccc-a33edc74a47a,Pending_Approval,2025-12-29T13:35:51.102Z,4fb5a610-e49c-4dcd-8d95-7a72a0982a3f,Rejected -> abandoned,2025-12-30T04:04:24.884Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
377,28892e82b4858266,672175c3-fa22-4c6a-8f87-5def65c8dad6,Pending_Approval,2026-01-03T14:08:46.574Z,235349dd-57ec-42af-adda-a5a50d192d72,Rejected -> abandoned,2026-01-04T04:26:43.911Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
378,28c2ce1394f93d01,5ef2de44-2006-4e68-897c-7bbf7cc5ebf5,Pending_Approval,2026-01-03T06:54:01.425Z,617674e1-b3d8-4bf5-93c3-7464354359de,Rejected -> abandoned,2026-01-03T11:42:27.792Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
379,29ab495016707af3,8ad50ddf-daa3-46dd-8492-25b31f84fc4c,Pending_Approval,2026-01-01T07:17:55.892Z,0034b32e-187f-436b-ab5e-d66423472301,Rejected -> abandoned,2026-01-01T11:39:35.195Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
380,2a2685f373379d7e,ee50c108-96f3-4ea7-a4de-6dbe666a0f35,Pending_Approval,2025-12-29T04:46:24.189Z,9b267739-c08d-47b3-a4ff-e4b8d725aaa6,Rejected -> abandoned,2025-12-28T09:36:36.300Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
381,2adec0fa431675e5,eaa83c9d-20d8-4013-9940-317b33ae1015,Pending_Approval,2026-01-01T09:59:41.189Z,72704347-d127-4983-9f71-1c229429363c,Rejected -> abandoned,2026-01-01T10:17:44.536Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
382,2aed24494de5acde,8d13e49f-721c-449f-9ad9-882048bfab40,Pending_Approval,2026-01-01T10:52:26.576Z,f79c9375-fe1f-4186-8df9-806ea95c69dc,Rejected -> abandoned,2026-01-01T12:48:19.180Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
383,2b0eba6cf1b948f6,9f0af053-e4c4-4da0-a1c6-399878905f95,Pending_Approval,2026-01-04T03:14:23.535Z,6b40721d-b538-4c98-889d-7dd02195ddd8,Rejected -> abandoned,2026-01-04T04:29:00.887Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
384,2b53e5e34f9d29b6,af246a01-4067-4c81-b149-b805d1431dd5,Pending_Approval,2026-01-02T15:46:20.316Z,77fc7db1-5eed-4785-a8fd-6c93b93e4d29,Rejected -> abandoned,2026-01-02T15:50:28.545Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
385,2b5731a82fc92001,17be71a5-d346-442a-a42d-cbd942003720,Pending_Approval,2026-01-02T04:46:57.049Z,ade4f9c2-6c77-4f6b-96c5-8d5ff1402206,Rejected -> abandoned,2026-01-02T04:54:25.135Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
386,2b6dc51cbc01a931,a528d0c9-b8c9-4f64-ad5f-74ab36b80c36,Rejected,2025-12-26T12:28:31.017Z,4c88da23-b8a5-4752-a07f-3e7a3cf1a876,Rejected -> abandoned,2025-12-26T12:31:31.901Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
387,2b76488fab0798d7,0def927b-88dc-4ae6-94f9-72b7b81de474,Pending_Approval,2026-01-02T15:52:13.164Z,13d36746-986a-4d09-a483-edc834dcd8f4,Rejected -> abandoned,2026-01-03T09:00:30.867Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
388,2bca42ed98025f43,eb4f208c-4f64-48af-8595-791cf8937850,Pending_Approval,2026-01-03T13:22:53.792Z,e2786c27-77b3-48af-81c6-7153c046cf1d,Rejected -> abandoned,2026-01-03T13:23:13.495Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
389,2c16b8cbdad8a956,3c66a247-60aa-49b5-a9a0-02a57f109b57,Pending_Approval,2025-12-29T09:59:02.946Z,52001b92-7b7f-41b1-a74d-f0c2225eea18,Rejected -> abandoned,2025-12-29T07:38:09.335Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
390,2c5f38e2bdca9a0a,f95a41ee-f72b-43cb-8970-2833a6e26b58,Rejected,2025-12-31T13:11:09.805Z,e0351387-0268-4360-8c97-3a5c6927f518,Rejected -> abandoned,2026-01-02T05:01:35.009Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
391,2c620174bd24b381,1dca109c-59a1-41e8-b007-d88426516540,Pending_Approval,2025-12-31T07:05:08.053Z,96f747b7-0976-4c3d-8e8d-4d797e36cf7b,Rejected -> abandoned,2025-12-31T08:10:40.311Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
392,2c6d510c8f3e6eba,159df352-8ae3-4250-9373-589424202449,Pending_Approval,2026-01-02T11:25:43.365Z,2cda672b-cd0a-4939-8b34-ba5f4894e2ae,Rejected -> abandoned,2026-01-03T03:54:28.643Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
393,2cb42cee5a67bc6d,5aa3634c-67bb-4efe-a9fd-88b9cbc317e2,Rejected,2026-01-02T06:37:33.637Z,535fffb9-221b-4ee1-9ef1-aadaf3b218ff,Rejected -> abandoned,2026-01-02T09:49:45.492Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
394,2ea5219fe471eadb,cf192723-bc7f-4b1f-91d6-a0c2881e76fc,Pending_Approval,2025-12-27T06:53:43.683Z,49f654dd-d27e-4687-bd0a-f37eb0fec9ce,Rejected -> abandoned,2025-12-27T06:55:24.707Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
395,2eac5a41443b110c,414a3e45-8295-40b7-8e5b-4c89ea4f4783,Pending_Approval,2026-01-02T13:03:27.209Z,44c6c08e-bd23-462b-9535-123178ab516f,Rejected -> abandoned,2026-01-02T13:19:53.794Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
396,2eb8e53c79dd22aa,315c8286-aa94-4835-8009-e373ccceb036,Pending_Approval,2026-01-03T06:17:39.466Z,ec724a84-be12-42d8-a3aa-752d73a84877,Rejected -> abandoned,2026-01-03T06:39:39.463Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
397,2ec4b1e4b4303e14,3ae98e6f-9d3c-4bb7-a43d-093ace421aa6,Pending_Approval,2025-12-28T06:08:12.440Z,69474fb9-68ae-413d-99df-3de3b6f92b1b,Rejected -> abandoned,2025-12-28T03:06:42.599Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
398,2ec4f9c5c6741122,1445fba1-1c41-46a2-9461-43c3d1d79de0,Pending_Approval,2026-01-03T13:04:14.864Z,26644683-ff17-473b-9c67-043d0672edbe,Rejected -> abandoned,2026-01-03T13:58:33.999Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
399,2f625972fbb302ed,5c15f6a7-06bc-400a-b4c4-167e12bc91eb,Rejected,2025-12-23T11:05:51.274Z,1a026bcb-de5b-48cf-89be-2013d099ab19,Rejected -> abandoned,2025-12-23T11:06:35.373Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
400,2f81ee33a5173c3c,42be5b55-fe1d-494d-9e4e-1640c4bbb916,Pending_Approval,2025-12-31T08:32:47.486Z,a8d4df50-f076-4c73-9cac-9813d57d8cde,Rejected -> abandoned,2025-12-31T08:36:22.526Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
401,2fbc4139e9ba11c9,9cb8efc0-26ca-4858-b106-7f0fb64e374c,Pending_Approval,2026-01-03T10:21:15.880Z,08ef2ae3-ee71-4323-907a-9e845f3eb53d,Rejected -> abandoned,2026-01-04T04:49:03.980Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
402,3093e721cf02a37f,165519ba-68e1-45e9-9850-155915c3716e,Pending_Approval,2025-12-31T07:24:37.244Z,facb7791-43ed-4b33-a4df-2f26203a8f0f,Rejected -> abandoned,2025-12-31T07:25:35.289Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
403,30b81df8b97d827e,49408369-0f24-423c-a9ee-920ac6cbb0f7,Pending_Approval,2026-01-03T10:29:56.097Z,c9b30d3a-ecf1-410f-928a-996a8e69ba0f,Rejected -> abandoned,2026-01-03T11:25:56.341Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
404,30d7a26777b317af,251eb8ac-5310-4022-b2c0-cc360c3cbc63,Pending_Approval,2025-12-28T05:33:58.764Z,60de0742-e629-4824-aef5-8cffdd8116cc,Rejected -> abandoned,2025-12-27T11:41:39.383Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
405,30ddb5a21c495280,efd349a1-0ae0-4dda-bbcd-3300866908a1,Pending_Approval,2025-12-31T08:14:14.065Z,f091606d-8f68-44a1-a71a-655dfe87af65,Rejected -> abandoned,2025-12-31T08:18:10.275Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
406,313cc7d0904f1398,da343a0d-ada2-4fc7-90a1-b98fd591e70d,Pending_Approval,2026-01-02T04:54:20.111Z,8081c63b-ce67-4082-a699-5262a862c82b,Rejected -> abandoned,2026-01-02T05:03:19.802Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
407,3166384a2c20bf1d,78a431b8-e74a-4f10-8588-ce3a36cacd8f,Pending_Approval,2025-12-31T07:38:49.624Z,e5636099-ebed-4f6f-af83-3b4e55934bd0,Rejected -> abandoned,2025-12-31T08:10:26.178Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
408,31812262d37f6cc8,207815b2-23ec-42a8-8d95-14e9314931a2,Pending_Approval,2025-12-29T07:49:09.300Z,3584beab-e38b-4c9b-b781-7a711bd66b84,Rejected -> abandoned,2025-12-29T11:52:47.838Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
409,3252857cd4997f98,7ec6aec1-761b-460c-acf4-d76d54750f81,Pending_Approval,2025-12-28T09:13:53.088Z,55bb875a-2300-4af9-9e32-2fa658ed8ee7,Rejected -> abandoned,2025-12-28T06:38:26.743Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
410,32cc0ba3f5b00f03,2064bd0a-f15e-4b09-a018-5a00b5e015c4,Pending_Approval,2026-01-02T01:54:31.405Z,40d50eb5-d75b-445f-ae06-cb9c10b5a756,Rejected -> abandoned,2026-01-02T02:18:52.502Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
411,332f57df1c4becf4,4a66da32-06ea-494d-8ec8-65c1cb595949,Pending_Approval,2026-01-01T06:37:28.522Z,8d85f7eb-adc7-423a-8452-3c8142070326,Rejected -> abandoned,2026-01-01T06:37:44.515Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
412,33b4d535a3816fdb,52c06f64-b031-40fb-831d-2de6797361fb,Pending_Approval,2025-12-30T04:41:04.765Z,f9e12571-3561-46ad-8479-5d51567823a0,Rejected -> abandoned,2025-12-30T14:17:21.141Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
413,33c0d11aaf6650d4,bcab20b8-109c-49d2-a853-f01ec3fd05e1,Rejected,2025-12-30T04:06:05.049Z,7cabcf5d-1ba1-4b15-a4e7-fed7d48e0148,Rejected -> abandoned,2025-12-30T04:11:17.612Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
414,3477ffc8d547454c,2f3564e1-736b-4817-8145-1645f1cf324a,Pending_Approval,2026-01-03T11:54:24.931Z,edb8021a-edf1-4a02-b814-2338316af92d,Rejected -> abandoned,2026-01-04T05:47:00.320Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
415,34df011759b0aedf,2055be35-d383-49c0-8d17-b9dd7b1f5623,Pending_Approval,2026-01-02T07:53:21.149Z,f155f5af-2e31-4270-9fd8-6866a2ceaf3a,Rejected -> abandoned,2026-01-03T04:32:15.452Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
416,34e73ea18a1af025,3e306baf-4ff5-4280-a2d2-52fc394d7cfd,Pending_Approval,2025-12-29T06:23:00.392Z,5f768c54-310b-4a6a-af10-77f38b6e3a39,Rejected -> abandoned,2025-12-28T10:26:59.088Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
417,356d9c0428f0c9c2,10456641-42ed-4ec9-ae61-a72d44c1a03b,Pending_Approval,2025-12-31T10:56:34.971Z,472c77c3-d3d7-4f7c-afa4-b81c9ea992fc,Rejected -> abandoned,2025-12-31T11:10:11.208Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
418,3579075ecf55f19e,694f6cf9-8a7d-40a7-a26e-6a6e32f9bc10,Pending_Approval,2026-01-03T05:13:40.148Z,32ead3e3-79b3-40ea-8025-d4ac7d6ea737,Rejected -> abandoned,2026-01-03T05:42:49.648Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
419,35cda45840fa9650,e72ad83d-0eea-403b-bd2b-78115918500b,Pending_Approval,2026-01-02T15:53:35.633Z,df57a05e-8b0e-46fd-be1a-3d745039323d,Rejected -> abandoned,2026-01-03T09:09:50.279Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
420,3653e5f22c6d5a6b,aaa05114-d3ec-488c-ae7f-ce13f0f6c0fa,Pending_Approval,2026-01-01T16:57:49.567Z,27b0a425-205b-4a8d-b042-d6ed3b38a861,Rejected -> abandoned,2026-01-02T03:32:59.152Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
421,366aeb3aec9a5512,b7407f41-fafd-4cdf-a315-aa7220710548,Pending_Approval,2025-12-30T10:46:47.734Z,f2105360-f4e6-4735-8eb1-d93b4d491fc9,Rejected -> abandoned,2025-12-31T17:14:29.172Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
422,36e6281b61806216,88e59b40-9d49-4730-b1bd-b85cb077ae1a,Pending_Approval,2025-12-30T11:16:38.994Z,4714763f-10b9-42fe-a762-2db7b768d543,Rejected -> abandoned,2025-12-30T11:34:51.873Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
423,36f6f1313c7ca6c0,fe337bd3-cc87-497b-9fd7-9d4a20c3d5be,Pending_Approval,2025-12-28T05:02:46.280Z,9d23c870-eb47-4338-b358-53952bb8a19d,Rejected -> abandoned,2025-12-28T03:14:17.694Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
424,3730e99c9bcf31f2,92f42e15-e058-4e35-b0c7-b3ce07091ec2,Pending_Approval,2025-12-31T14:38:53.395Z,d501d2db-9a1e-4da4-aee4-cab130596148,Rejected -> abandoned,2025-12-31T14:42:18.645Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
425,37517b448b1e3518,aa8de7e9-ae32-490a-8e0d-701661a207d6,Pending_Approval,2025-12-29T07:43:12.510Z,709b0b16-e421-4102-b8ff-91e30651fbcd,Rejected -> abandoned,2025-12-29T07:44:02.267Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
426,37a907bb09237f7c,00388ec8-08f5-4ff1-84a1-c084337eca8f,Pending_Approval,2026-01-02T11:17:26.352Z,20cf6fc4-7f80-4398-bf7a-83acc6e3987e,Rejected -> abandoned,2026-01-03T03:34:50.166Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
427,37f0dfd9af00872a,054a0819-30be-4f79-8fe3-c7514dce7e66,Pending_Approval,2026-01-01T06:08:52.938Z,199c85f7-b02f-4107-847b-8b7c64399f01,Rejected -> abandoned,2026-01-01T06:15:52.653Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
428,38ba557bfedabbac,4c5ada3d-735a-4f38-96ed-a6cc9cc564bd,Pending_Approval,2026-01-03T05:15:00.477Z,a78668ca-fe9f-4b37-b8a2-9276ae9f4695,Rejected -> abandoned,2026-01-03T05:23:21.895Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
429,38ca03b135c8f413,aaa45e70-dcec-499d-be17-c0f5d79b8574,Pending_Approval,2025-12-30T04:04:07.989Z,4bd93a77-3bec-42f3-9972-768a8a486d42,Rejected -> abandoned,2025-12-30T04:06:45.813Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
430,3990c85448e938bb,bff43532-932d-40b3-bd65-aa2c3c8ec815,Pending_Approval,2026-01-02T11:18:23.782Z,9ebc0823-2c0a-4036-b572-8f299fd445c4,Rejected -> abandoned,2026-01-02T13:32:10.017Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
431,39afab62484918fa,9b774f0d-4c53-4d7c-9a33-3dd591c90ee1,Pending_Approval,2026-01-01T13:15:42.680Z,0128931a-cd86-40f1-8fce-238abb15a859,Rejected -> abandoned,2026-01-01T13:17:10.258Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
432,39f74bdc282b0c37,630fa39d-2cbe-4db9-8249-3c4b061031da,Pending_Approval,2025-12-30T12:11:05.322Z,ec60ce80-b2bb-4abd-bdb2-4d92a366b772,Rejected -> abandoned,2025-12-30T12:11:34.693Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
433,3a3ddd8e3a3c0c2a,0f8814b0-e817-4008-aff6-d5382e9b786b,Pending_Approval,2026-01-03T05:16:25.763Z,6d45f125-7c73-4225-949c-8f580cc2c4f7,Rejected -> abandoned,2026-01-03T07:06:51.714Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
434,3abe1741d19254d5,89c3868b-ed42-45af-a43c-02e4885ba998,Pending_Approval,2026-01-03T11:54:31.668Z,0576c43f-0b8e-4625-8333-246f20ddd5cf,Rejected -> abandoned,2026-01-04T04:26:13.311Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
435,3aceb41e99b88ba7,62f6ed94-3fdf-48b7-bcdb-cee4e79712c5,Pending_Approval,2026-01-03T10:50:09.979Z,0a841336-c1d0-4832-b2d3-b75a894b601f,Rejected -> abandoned,2026-01-03T11:43:14.184Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
436,3ae0c8733cfa648c,e7c965a6-d2a6-4588-95dd-d5315a83f5f7,Pending_Approval,2026-01-04T04:59:32.772Z,21904612-f3a1-4269-ab54-9a87ce0be412,Rejected -> abandoned,2026-01-04T05:10:30.299Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
437,3b260ef001c948a5,084c2b1c-642f-42de-9035-f9813f6d3403,Pending_Approval,2025-12-29T07:29:00.010Z,37eb7a78-f684-4ef5-918b-89b4f5fd4089,Rejected -> abandoned,2025-12-29T07:02:10.708Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
438,3b4343f9566bb594,eac9cdb0-fedb-4e8b-b9ea-133c56ce2729,Pending_Approval,2025-12-30T02:54:36.402Z,96eb117c-ec20-4e0c-8252-3bd12a2baec4,Rejected -> abandoned,2025-12-30T02:57:15.285Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
439,3b931e129d03d3b3,f1cde30a-649b-415e-81e1-bba9ecad810c,Pending_Approval,2025-12-31T13:37:20.213Z,438c3007-fa77-4c38-90f6-488cbcb5a28c,Rejected -> abandoned,2025-12-31T13:39:26.247Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
440,3bb92c3ad1fc6030,ed4f7c70-f2c6-4c08-82b4-9c8d57f49137,Pending_Approval,2025-12-27T13:26:52.993Z,bba4bb32-1c17-4f74-930c-81bac701f91e,Rejected -> abandoned,2025-12-28T06:30:15.610Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
441,3c63e6c29fdad827,f2e768d1-db77-4be9-9188-44392372c4c4,Pending_Approval,2026-01-01T09:57:24.123Z,74c76b8b-e05d-43c5-9f42-81fff12b9e1d,Rejected -> abandoned,2026-01-01T10:15:22.197Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
442,3c714d722f648da3,da4c16d5-e863-4304-ac8a-0b882eac193a,Pending_Approval,2026-01-03T11:39:37.185Z,b2a0ad75-4856-4124-b3e2-bf346938859f,Rejected -> abandoned,2026-01-03T11:46:33.181Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
443,3db7dc3ce8a41cd7,0ef0e5ff-3a14-482f-a31a-c39c799af304,Pending_Approval,2025-12-29T14:56:45.453Z,e8f57994-c6cc-4c6f-98f3-28fa2505f8c3,Rejected -> abandoned,2025-12-30T03:25:17.534Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
444,3e3ad567ef526dc4,b69e4021-9411-4e2b-81fb-dc2b52ee62f5,Pending_Approval,2026-01-03T07:20:50.565Z,db689a79-ecdc-4af3-9f8f-82d3861d4a90,Rejected -> abandoned,2026-01-03T07:38:46.692Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
445,3e44a5b5a9025eb4,1ced8170-f8f2-4737-aa7d-b8e2fd9996d5,Pending_Approval,2026-01-03T11:21:16.453Z,44f82721-e68d-4329-afc9-3aef117a08da,Rejected -> abandoned,2026-01-03T11:22:34.263Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
446,3ea8237a3fe32596,8d375ca7-312d-4dda-98a8-805fc6188df5,Pending_Approval,2026-01-03T07:36:13.878Z,8e0380ca-c3f8-480e-b10c-7c652043b733,Rejected -> abandoned,2026-01-03T07:39:34.808Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
447,3ed2011099476d43,e9ad03ff-535f-426b-876b-c585815b53a9,Pending_Approval,2026-01-03T08:33:09.426Z,049147e6-3fd3-489b-ab80-f0093e367ebf,Rejected -> abandoned,2026-01-03T10:22:42.149Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
448,3ee309bef285bebf,99c8a4bd-e7f6-4903-bff9-3c8cbab61ab6,Pending_Approval,2026-01-03T08:31:12.620Z,3d28ea2c-30e5-4818-a5ff-457bce5e7076,Rejected -> abandoned,2026-01-03T08:32:10.509Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
449,3f86cbf01e7ea230,ab6e13a6-3db1-4399-9c3b-9e06f0a0482b,Pending_Approval,2026-01-01T09:23:43.660Z,65438c80-74d5-413e-b6d2-500375506377,Rejected -> abandoned,2026-01-01T10:11:14.998Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
450,3fd39612ee0c3f10,448dd5a8-734e-467f-857e-396b1b0aa8ac,Pending_Approval,2026-01-02T07:11:56.003Z,14666f9a-83e3-489b-b13a-ebf4ee58c07a,Rejected -> abandoned,2026-01-02T18:10:36.907Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
451,4003f076d90f57f9,edb31f11-2370-401b-9fe2-46bc3c19c268,Pending_Approval,2025-12-28T05:07:49.148Z,a67a19e8-59ec-41f1-9277-ccccdd1195c4,Rejected -> abandoned,2025-12-28T03:21:47.167Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
452,4042a4fdecb82b0b,c523d3c7-9256-406a-9a76-4e780642e395,Pending_Approval,2026-01-02T14:01:52.142Z,9658b0fb-db11-4fea-b03c-3fa862c848db,Rejected -> abandoned,2026-01-02T17:15:01.015Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
453,407f06590ea53dbf,237d17e3-374c-464b-b1c9-aa79a9962c64,Pending_Approval,2026-01-04T05:13:12.049Z,db426d9e-34d0-4956-b990-795b9aedacdc,Rejected -> abandoned,2026-01-04T06:09:30.883Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
454,40ad2b9ad1cb3b40,38690f15-7019-4ff1-8774-72225cb9bd60,Rejected,2025-12-29T12:00:05.365Z,f86cd518-8e47-4cc8-9ea6-15b663065ba7,Rejected -> abandoned,2025-12-31T07:29:16.463Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
455,40ebc147540184eb,fca4410f-ae46-4246-9ead-f6e4d737b214,Pending_Approval,2025-12-31T13:18:56.082Z,1324572c-f978-4f07-ba41-86b325bff7c5,Rejected -> abandoned,2025-12-31T13:24:44.531Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
