SKIPPED DUPLICATES (Not Abandoned)
================================================================================
Total: 960

1. Duplicate: d056781c-f458-4f79-9bfd-9f2340d980d5 | Original: e3c2853a-e557-4c7f-8e4c-6b583de17558 | Status: Pending_Approval | Mode: CAPI
319. Duplicate: f10f41d1-f5b4-4385-b563-6f4bfca4b6dd | Original: 363d9cb4-7deb-4729-aa29-f63ab75af108 | Status: Pending_Approval | Mode: CAPI
320. Duplicate: 228427c4-0b13-43d6-abfd-67756e206e3e | Original: 363d9cb4-7deb-4729-aa29-f63ab75af108 | Status: Pending_Approval | Mode: CAPI
321. Duplicate: 52b1addd-a054-4116-b5a6-79b5be3faa52 | Original: 4bd93a77-3bec-42f3-9972-768a8a486d42 | Status: Rejected | Mode: CAPI
322. Duplicate: 9f719eb5-9e1f-40ec-b62b-8268b2eb3c24 | Original: 4bd93a77-3bec-42f3-9972-768a8a486d42 | Status: Pending_Approval | Mode: CAPI
323. Duplicate: 096b6688-dc2b-4bbc-9f4e-f68e20898f65 | Original: 4bd93a77-3bec-42f3-9972-768a8a486d42 | Status: Pending_Approval | Mode: CAPI
324. Duplicate: eaa72d83-9525-462a-b96a-98a5c5b99ae7 | Original: 4bd93a77-3bec-42f3-9972-768a8a486d42 | Status: Pending_Approval | Mode: CAPI
325. Duplicate: 5ea15f60-da54-43f9-a9e0-f7488c1dadee | Original: 4bd93a77-3bec-42f3-9972-768a8a486d42 | Status: Pending_Approval | Mode: CAPI
326. Duplicate: 22714891-09da-4f31-83b5-12edfe648c81 | Original: 4bd93a77-3bec-42f3-9972-768a8a486d42 | Status: Pending_Approval | Mode: CAPI
327. Duplicate: 96cf8f2e-a653-4701-839b-d7d21018baa4 | Original: 4bd93a77-3bec-42f3-9972-768a8a486d42 | Status: Pending_Approval | Mode: CAPI
328. Duplicate: 1f73e0b8-2732-4308-9124-85ff492fcf7d | Original: 4bd93a77-3bec-42f3-9972-768a8a486d42 | Status: Pending_Approval | Mode: CAPI
329. Duplicate: 54e4b669-8285-4c30-b984-e1d7b9f64231 | Original: 6ef88d61-f852-4836-b30e-b92fbfb8ff1f | Status: Pending_Approval | Mode: CAPI
330. Duplicate: 7f2f2e1d-d8a6-4fae-a5bf-54ddacd6d79e | Original: 6ef88d61-f852-4836-b30e-b92fbfb8ff1f | Status: Pending_Approval | Mode: CAPI
331. Duplicate: aa725cf8-8b19-496a-a622-d3949e1eafd7 | Original: 6ef88d61-f852-4836-b30e-b92fbfb8ff1f | Status: Pending_Approval | Mode: CAPI
332. Duplicate: b9ea1872-3b64-4ee2-a00d-55e8c88381aa | Original: 6ef88d61-f852-4836-b30e-b92fbfb8ff1f | Status: Pending_Approval | Mode: CAPI
333. Duplicate: 60b316cd-f5b8-4366-b6c7-56a419c8f3ba | Original: 6ef88d61-f852-4836-b30e-b92fbfb8ff1f | Status: Pending_Approval | Mode: CAPI
334. Duplicate: 31de7de7-7265-42a3-9561-f8899c4c527e | Original: 6ef88d61-f852-4836-b30e-b92fbfb8ff1f | Status: Pending_Approval | Mode: CAPI
335. Duplicate: 926e8260-8491-470c-9aec-4957ca6a4741 | Original: 6ef88d61-f852-4836-b30e-b92fbfb8ff1f | Status: Pending_Approval | Mode: CAPI
336. Duplicate: a1d5149b-fdec-4528-8f77-4fdc43b69c85 | Original: a339d167-3807-459b-b6eb-bd10ad7ff610 | Status: Pending_Approval | Mode: CAPI
337. Duplicate: a00607fb-df71-458b-a3da-6b11612b9446 | Original: a339d167-3807-459b-b6eb-bd10ad7ff610 | Status: Pending_Approval | Mode: CAPI
338. Duplicate: e279d756-994e-4ce1-beb5-fcbf6e2e599e | Original: a339d167-3807-459b-b6eb-bd10ad7ff610 | Status: Pending_Approval | Mode: CAPI
339. Duplicate: ae8738a9-1741-4ff0-8692-495c4b037077 | Original: a339d167-3807-459b-b6eb-bd10ad7ff610 | Status: Pending_Approval | Mode: CAPI
340. Duplicate: 80fd993e-e777-4e25-9476-92d2985434ce | Original: a339d167-3807-459b-b6eb-bd10ad7ff610 | Status: Pending_Approval | Mode: CAPI
341. Duplicate: 9cbba330-8263-4ed2-adc4-06d8ad78bbd6 | Original: a339d167-3807-459b-b6eb-bd10ad7ff610 | Status: Pending_Approval | Mode: CAPI
342. Duplicate: 2504cc9c-ed74-4398-ab91-d93fc8d11390 | Original: a339d167-3807-459b-b6eb-bd10ad7ff610 | Status: Pending_Approval | Mode: CAPI
343. Duplicate: b4b6f8cd-459e-4fb4-8834-9c4f0fc20512 | Original: d501d2db-9a1e-4da4-aee4-cab130596148 | Status: Pending_Approval | Mode: CAPI
344. Duplicate: c9495423-2c0d-423b-a4b2-150e1e8d446c | Original: d501d2db-9a1e-4da4-aee4-cab130596148 | Status: Pending_Approval | Mode: CAPI
345. Duplicate: c15b141e-bb4e-4b53-8de7-15dcb5adf451 | Original: d501d2db-9a1e-4da4-aee4-cab130596148 | Status: Pending_Approval | Mode: CAPI
346. Duplicate: ae0875aa-3224-4e04-9bfe-c1d90fe9b05c | Original: d501d2db-9a1e-4da4-aee4-cab130596148 | Status: Pending_Approval | Mode: CAPI
347. Duplicate: c2cb28ba-6fb9-41b6-9b47-a6c795ff7e0a | Original: d501d2db-9a1e-4da4-aee4-cab130596148 | Status: Pending_Approval | Mode: CAPI
348. Duplicate: 0ac68950-5629-48d9-b639-85eecf8c82a8 | Original: d501d2db-9a1e-4da4-aee4-cab130596148 | Status: Pending_Approval | Mode: CAPI
349. Duplicate: f23f23e9-348c-4914-92cd-574786ac0602 | Original: 59b9ebf2-b2b1-4b15-953b-7bef63c99efb | Status: Pending_Approval | Mode: CAPI
350. Duplicate: d724080b-21a4-4aaa-932c-712394ff4428 | Original: 59b9ebf2-b2b1-4b15-953b-7bef63c99efb | Status: Pending_Approval | Mode: CAPI
351. Duplicate: 710736d2-2b20-425d-a593-c5075e035dd9 | Original: 59b9ebf2-b2b1-4b15-953b-7bef63c99efb | Status: Pending_Approval | Mode: CAPI
352. Duplicate: 6c06b76d-4362-465f-8515-171d24562686 | Original: 59b9ebf2-b2b1-4b15-953b-7bef63c99efb | Status: Pending_Approval | Mode: CAPI
353. Duplicate: f1a33763-c785-44f9-8121-b612a9ef5058 | Original: 59b9ebf2-b2b1-4b15-953b-7bef63c99efb | Status: Pending_Approval | Mode: CAPI
354. Duplicate: e423b028-9277-4b17-a16d-b654fada2590 | Original: 59b9ebf2-b2b1-4b15-953b-7bef63c99efb | Status: Pending_Approval | Mode: CAPI
355. Duplicate: e002778e-8cce-43c9-9794-9b58f0f7ccc5 | Original: 9c213a03-b2f4-4510-abdc-05c19107c405 | Status: Pending_Approval | Mode: CAPI
356. Duplicate: 268ad9c8-f0b3-494d-b1f0-57ac49b6d4eb | Original: 9c213a03-b2f4-4510-abdc-05c19107c405 | Status: Pending_Approval | Mode: CAPI
357. Duplicate: 67b5bc14-8696-4137-9826-209a9f88f8a0 | Original: 9c213a03-b2f4-4510-abdc-05c19107c405 | Status: Pending_Approval | Mode: CAPI
358. Duplicate: 61a6c960-6136-44e7-8a28-0ab00c42d8d4 | Original: 9c213a03-b2f4-4510-abdc-05c19107c405 | Status: Pending_Approval | Mode: CAPI
359. Duplicate: dca3accc-930c-405d-878a-a68503353631 | Original: 9c213a03-b2f4-4510-abdc-05c19107c405 | Status: Pending_Approval | Mode: CAPI
360. Duplicate: 98d01dc7-5285-4b2d-95be-03711a5e8222 | Original: 9c213a03-b2f4-4510-abdc-05c19107c405 | Status: Pending_Approval | Mode: CAPI
361. Duplicate: 66db3df2-571a-438b-8ae0-396cfa6caa6e | Original: 06c0bc5b-e551-4732-805c-5ad3c5d4f620 | Status: Pending_Approval | Mode: CAPI
362. Duplicate: fa5d4d01-023a-469a-a991-8adf599c2ef6 | Original: 06c0bc5b-e551-4732-805c-5ad3c5d4f620 | Status: Pending_Approval | Mode: CAPI
363. Duplicate: 8f595a82-9ed8-4b05-bdc8-0d81f3e62920 | Original: 06c0bc5b-e551-4732-805c-5ad3c5d4f620 | Status: Pending_Approval | Mode: CAPI
364. Duplicate: 7f6c3e9a-e379-44f1-a96a-03bafad8742f | Original: 06c0bc5b-e551-4732-805c-5ad3c5d4f620 | Status: Pending_Approval | Mode: CAPI
365. Duplicate: a4ed303e-9063-485b-a31f-26fa082ffd89 | Original: 06c0bc5b-e551-4732-805c-5ad3c5d4f620 | Status: Pending_Approval | Mode: CAPI
366. Duplicate: f81f2468-12cd-4e03-ac08-26493afdaa57 | Original: 0128931a-cd86-40f1-8fce-238abb15a859 | Status: Pending_Approval | Mode: CAPI
367. Duplicate: ddff5e75-192b-4574-b891-5f600e9e8e10 | Original: 0128931a-cd86-40f1-8fce-238abb15a859 | Status: Pending_Approval | Mode: CAPI
368. Duplicate: c33ffc9e-0d60-42de-b1e4-7c6ca339119b | Original: 0128931a-cd86-40f1-8fce-238abb15a859 | Status: Pending_Approval | Mode: CAPI
369. Duplicate: a70b25a5-e35b-41dd-b69d-d3f5bac847d4 | Original: 0128931a-cd86-40f1-8fce-238abb15a859 | Status: Pending_Approval | Mode: CAPI
370. Duplicate: f1d1c876-e980-485e-90f9-d89f5c82298c | Original: 0128931a-cd86-40f1-8fce-238abb15a859 | Status: Pending_Approval | Mode: CAPI
371. Duplicate: 3030630c-a91c-4677-baab-8cadae4d3ec6 | Original: 3f682718-4ba2-411d-9418-907dc7fbf835 | Status: Pending_Approval | Mode: CAPI
372. Duplicate: a9bce737-fc70-4e3c-aec2-c7cc51ca5310 | Original: 3f682718-4ba2-411d-9418-907dc7fbf835 | Status: Pending_Approval | Mode: CAPI
373. Duplicate: 531b62ec-2fa3-4c81-b35e-b3e69ccdc947 | Original: 3f682718-4ba2-411d-9418-907dc7fbf835 | Status: Pending_Approval | Mode: CAPI
374. Duplicate: 0509299f-19b6-48de-b3bd-bd9ae6466201 | Original: 3f682718-4ba2-411d-9418-907dc7fbf835 | Status: Pending_Approval | Mode: CAPI
375. Duplicate: c4d3d55d-e46b-4623-ad60-d778b83fddbe | Original: 3f682718-4ba2-411d-9418-907dc7fbf835 | Status: Pending_Approval | Mode: CAPI
376. Duplicate: 164e22b0-54ea-47da-8a20-d08c2995574f | Original: 9211dc64-585c-4ab5-a2be-6fc04fad55d0 | Status: Pending_Approval | Mode: CAPI
377. Duplicate: 3358cfda-ddb3-4459-b55a-d041d4d6f86f | Original: 9211dc64-585c-4ab5-a2be-6fc04fad55d0 | Status: Pending_Approval | Mode: CAPI
378. Duplicate: 069d190c-bacc-427f-9fb1-fca1ce100952 | Original: 9211dc64-585c-4ab5-a2be-6fc04fad55d0 | Status: Pending_Approval | Mode: CAPI
379. Duplicate: bb953f5e-e912-4d58-b56d-85eaa97eaebe | Original: 9211dc64-585c-4ab5-a2be-6fc04fad55d0 | Status: Pending_Approval | Mode: CAPI
380. Duplicate: 2fcbb9a3-7a03-4f00-b331-ebcd229feb6c | Original: 9211dc64-585c-4ab5-a2be-6fc04fad55d0 | Status: Pending_Approval | Mode: CAPI
381. Duplicate: 4c692a5a-499d-4c40-bf08-8406cb87e204 | Original: 6d318841-b04b-451c-b366-660c6fe21752 | Status: Pending_Approval | Mode: CAPI
382. Duplicate: 1dcdc159-3a31-41b8-8193-9fc8b229afc7 | Original: 6d318841-b04b-451c-b366-660c6fe21752 | Status: Pending_Approval | Mode: CAPI
383. Duplicate: 6c32a2fe-fdf2-4982-a226-97d1fb9b1ce6 | Original: 6d318841-b04b-451c-b366-660c6fe21752 | Status: Pending_Approval | Mode: CAPI
384. Duplicate: 58009044-8536-477d-a69a-f1011df4380f | Original: 6d318841-b04b-451c-b366-660c6fe21752 | Status: Pending_Approval | Mode: CAPI
385. Duplicate: 89ad31a4-dd30-4163-8201-2933ee64db2a | Original: 6d318841-b04b-451c-b366-660c6fe21752 | Status: Pending_Approval | Mode: CAPI
386. Duplicate: 9e17016d-9796-4b61-bcf1-b8c8393abd4e | Original: 7566ea89-39ba-4fe4-bfba-5912303d1986 | Status: Pending_Approval | Mode: CAPI
387. Duplicate: 638fc6ae-b435-497c-b70d-1072c8e88218 | Original: 7566ea89-39ba-4fe4-bfba-5912303d1986 | Status: Pending_Approval | Mode: CAPI
388. Duplicate: ea249fbd-1ff6-476c-bea5-0641594b3f4c | Original: 7566ea89-39ba-4fe4-bfba-5912303d1986 | Status: Pending_Approval | Mode: CAPI
389. Duplicate: dce54aaf-ac26-4360-a8b5-67c281668d60 | Original: 7566ea89-39ba-4fe4-bfba-5912303d1986 | Status: Pending_Approval | Mode: CAPI
390. Duplicate: f17ed8f1-63ac-4c64-ab6a-9a582ca33729 | Original: 7566ea89-39ba-4fe4-bfba-5912303d1986 | Status: Pending_Approval | Mode: CAPI
391. Duplicate: c8556463-c6c5-4866-958d-8a242833ac9f | Original: f5fc53a5-6c6e-47fa-9a06-1af7892a444f | Status: Pending_Approval | Mode: CAPI
392. Duplicate: 9bc6a257-d8be-4ab5-b4e7-36395a3fe4bb | Original: f5fc53a5-6c6e-47fa-9a06-1af7892a444f | Status: Pending_Approval | Mode: CAPI
393. Duplicate: 8671ba4a-3956-4760-a5b7-92f3bdfafcb4 | Original: f5fc53a5-6c6e-47fa-9a06-1af7892a444f | Status: Pending_Approval | Mode: CAPI
394. Duplicate: f805cb5f-3c7a-404a-a268-44456f4291a9 | Original: f5fc53a5-6c6e-47fa-9a06-1af7892a444f | Status: Pending_Approval | Mode: CAPI
395. Duplicate: 08ba3b6b-3136-4bde-9dec-21a8711b4f56 | Original: f5fc53a5-6c6e-47fa-9a06-1af7892a444f | Status: Pending_Approval | Mode: CAPI
396. Duplicate: 20f937f8-318f-4709-bf3c-7701a3900c52 | Original: c68bc3b8-e630-4c33-ab58-67fba5717225 | Status: Pending_Approval | Mode: CAPI
397. Duplicate: 96fc2b6a-d8ab-40bd-8c07-05f8618ed6eb | Original: c68bc3b8-e630-4c33-ab58-67fba5717225 | Status: Pending_Approval | Mode: CAPI
398. Duplicate: be5ad5c8-5980-4144-8c2f-e4bef564280c | Original: c68bc3b8-e630-4c33-ab58-67fba5717225 | Status: Pending_Approval | Mode: CAPI
399. Duplicate: c7c21dab-05d3-4145-9880-60051df21805 | Original: c68bc3b8-e630-4c33-ab58-67fba5717225 | Status: Pending_Approval | Mode: CAPI
400. Duplicate: 871f2ccf-9275-40da-93a6-8c74755dca14 | Original: c68bc3b8-e630-4c33-ab58-67fba5717225 | Status: Pending_Approval | Mode: CAPI
401. Duplicate: 5c51a5b8-e5c7-4bf4-ae8b-d15a61e4aa6f | Original: b2ac6692-4027-4287-99a6-b9ed12dc430f | Status: Pending_Approval | Mode: CAPI
402. Duplicate: c6835ce7-d8c4-4dc8-997a-2bcdd13274f1 | Original: b2ac6692-4027-4287-99a6-b9ed12dc430f | Status: Pending_Approval | Mode: CAPI
403. Duplicate: c06f118d-8c2b-4a21-a829-a23b00cb599f | Original: b2ac6692-4027-4287-99a6-b9ed12dc430f | Status: Pending_Approval | Mode: CAPI
404. Duplicate: 5e35df92-cb49-4bae-aecf-d9dad44e2401 | Original: b2ac6692-4027-4287-99a6-b9ed12dc430f | Status: Pending_Approval | Mode: CAPI
405. Duplicate: 2772c7b9-c54a-4e93-b5ef-ea2a5139c7b7 | Original: b2ac6692-4027-4287-99a6-b9ed12dc430f | Status: Pending_Approval | Mode: CAPI
406. Duplicate: 4598de69-dc9f-475f-987f-b4d44b3f4abf | Original: ea816144-9254-457c-becd-95a2ec8eb6ae | Status: Pending_Approval | Mode: CAPI
407. Duplicate: ea4c91bf-f4d9-46c9-b2ab-ff21ee73c3a3 | Original: ea816144-9254-457c-becd-95a2ec8eb6ae | Status: Pending_Approval | Mode: CAPI
408. Duplicate: b7c26edc-a1a7-4230-91d2-2700d8188b3f | Original: ea816144-9254-457c-becd-95a2ec8eb6ae | Status: Pending_Approval | Mode: CAPI
409. Duplicate: 25933e82-ce2e-4cac-9093-b28346fcbdcd | Original: ea816144-9254-457c-becd-95a2ec8eb6ae | Status: Pending_Approval | Mode: CAPI
410. Duplicate: 96859f26-c889-430f-aa04-0c7ddaa7e72d | Original: ea816144-9254-457c-becd-95a2ec8eb6ae | Status: Pending_Approval | Mode: CAPI
411. Duplicate: be89efdd-8a74-420d-9d43-b0b662e40711 | Original: 4f3ed020-5e98-439a-9429-5fb07271a58f | Status: Pending_Approval | Mode: CAPI
412. Duplicate: 24b1b6e2-81fe-4b9b-9dac-9f600245fe30 | Original: 4f3ed020-5e98-439a-9429-5fb07271a58f | Status: Pending_Approval | Mode: CAPI
413. Duplicate: 85df3f83-2df8-4881-b68a-b4eb9ba088f2 | Original: 4f3ed020-5e98-439a-9429-5fb07271a58f | Status: Pending_Approval | Mode: CAPI
414. Duplicate: 81f92615-dc08-4ee2-8022-cf7dbb81deab | Original: 4f3ed020-5e98-439a-9429-5fb07271a58f | Status: Pending_Approval | Mode: CAPI
415. Duplicate: 207dff71-eac5-4aab-8473-e00bdad745fa | Original: 4f3ed020-5e98-439a-9429-5fb07271a58f | Status: Pending_Approval | Mode: CAPI
416. Duplicate: 2431bdc2-1f02-4000-8758-e42ba6c761dd | Original: 66c74ccc-7724-49ac-9e83-3cb7571de4c9 | Status: Pending_Approval | Mode: CAPI
417. Duplicate: 941a739b-16cb-4124-a41c-c205afd0bd73 | Original: 66c74ccc-7724-49ac-9e83-3cb7571de4c9 | Status: Pending_Approval | Mode: CAPI
418. Duplicate: 59452b77-c53a-4c22-8b96-44a13617d618 | Original: 66c74ccc-7724-49ac-9e83-3cb7571de4c9 | Status: Pending_Approval | Mode: CAPI
419. Duplicate: 286f9aa4-a36e-4907-aeef-86884ac3bfa6 | Original: 66c74ccc-7724-49ac-9e83-3cb7571de4c9 | Status: Pending_Approval | Mode: CAPI
420. Duplicate: de93631d-0a35-4426-ad00-52ca27efb540 | Original: 66c74ccc-7724-49ac-9e83-3cb7571de4c9 | Status: Pending_Approval | Mode: CAPI
421. Duplicate: e4188cc7-be16-4b1f-8d67-983fceb5d531 | Original: bdc90b44-4e05-4619-b206-d1d7250426a5 | Status: Pending_Approval | Mode: CAPI
422. Duplicate: f3bc0e8f-e699-4570-bd5f-0f79220f8a75 | Original: bdc90b44-4e05-4619-b206-d1d7250426a5 | Status: Pending_Approval | Mode: CAPI
423. Duplicate: 3ada57a0-025d-4f5b-a186-f56336dba321 | Original: bdc90b44-4e05-4619-b206-d1d7250426a5 | Status: Pending_Approval | Mode: CAPI
424. Duplicate: 1fb38e9e-816e-456b-a649-0051078d6503 | Original: bdc90b44-4e05-4619-b206-d1d7250426a5 | Status: Pending_Approval | Mode: CAPI
425. Duplicate: c3bc85bc-f5ca-4914-9231-0db49563743f | Original: 8fb46aa7-5be3-4dbe-a929-b68751d8d7fd | Status: Pending_Approval | Mode: CAPI
426. Duplicate: 11e66b69-9f5f-45e6-a9d2-64356a98a505 | Original: 8fb46aa7-5be3-4dbe-a929-b68751d8d7fd | Status: Pending_Approval | Mode: CAPI
427. Duplicate: 3303ac99-bb2c-468f-9958-7fd395a5c4b1 | Original: 8fb46aa7-5be3-4dbe-a929-b68751d8d7fd | Status: Pending_Approval | Mode: CAPI
428. Duplicate: 1d1b03ba-97a5-4d11-93a6-e8d311f76ed3 | Original: 8fb46aa7-5be3-4dbe-a929-b68751d8d7fd | Status: Pending_Approval | Mode: CAPI
429. Duplicate: b515a288-e498-4a30-bafe-322e5f793539 | Original: 890cac86-8ae2-4845-bab4-81e7d0d70e15 | Status: Pending_Approval | Mode: CAPI
430. Duplicate: 599fb1d2-a570-402d-af3c-4615413b989d | Original: 890cac86-8ae2-4845-bab4-81e7d0d70e15 | Status: Pending_Approval | Mode: CAPI
431. Duplicate: 04da8cd2-2710-4b95-8081-da63392bda2d | Original: 890cac86-8ae2-4845-bab4-81e7d0d70e15 | Status: Pending_Approval | Mode: CAPI
432. Duplicate: 384e109a-9dd1-478f-a96a-dcfc7480bdf8 | Original: 890cac86-8ae2-4845-bab4-81e7d0d70e15 | Status: Pending_Approval | Mode: CAPI
433. Duplicate: a57d55be-6518-44e7-b853-69c8d9fdf172 | Original: 8c7aeb00-1fc8-4255-a7a0-32db4f89bc6a | Status: Pending_Approval | Mode: CAPI
434. Duplicate: fb01fa05-8f40-4051-b680-5c1314901300 | Original: 8c7aeb00-1fc8-4255-a7a0-32db4f89bc6a | Status: Pending_Approval | Mode: CAPI
435. Duplicate: fe39e68d-186d-44ef-9082-d0dcc76ad6af | Original: 8c7aeb00-1fc8-4255-a7a0-32db4f89bc6a | Status: Pending_Approval | Mode: CAPI
436. Duplicate: dd1e129e-b406-4c35-9039-67d0fc21b97b | Original: 8c7aeb00-1fc8-4255-a7a0-32db4f89bc6a | Status: Pending_Approval | Mode: CAPI
437. Duplicate: bfef1f7d-76d9-4c29-bf38-3fc586d556aa | Original: 1574bc4c-9ca4-4c59-80ca-808158c79f60 | Status: Pending_Approval | Mode: CAPI
438. Duplicate: 46f120e2-1eba-432b-a848-45e9604acae5 | Original: 1574bc4c-9ca4-4c59-80ca-808158c79f60 | Status: Pending_Approval | Mode: CAPI
439. Duplicate: c619ac5e-515c-4943-926e-5823e6ad3576 | Original: 1574bc4c-9ca4-4c59-80ca-808158c79f60 | Status: Pending_Approval | Mode: CAPI
440. Duplicate: ba1d64d3-0cc8-48fe-9c6c-41f8132439ef | Original: 1574bc4c-9ca4-4c59-80ca-808158c79f60 | Status: Pending_Approval | Mode: CAPI
441. Duplicate: a0db51e6-65ba-40bf-9b24-ef430a58b08b | Original: 7d13d061-3a3a-454f-b7f8-79af752aa4d6 | Status: Pending_Approval | Mode: CAPI
442. Duplicate: e22066d0-d191-40ee-af32-06573503d722 | Original: 7d13d061-3a3a-454f-b7f8-79af752aa4d6 | Status: Pending_Approval | Mode: CAPI
443. Duplicate: 8ddaf6a4-0383-4d24-8b29-a2ebfe29bac1 | Original: 7d13d061-3a3a-454f-b7f8-79af752aa4d6 | Status: Pending_Approval | Mode: CAPI
444. Duplicate: 899c04a7-8829-4cca-a395-fed632908f05 | Original: 7d13d061-3a3a-454f-b7f8-79af752aa4d6 | Status: Pending_Approval | Mode: CAPI
445. Duplicate: 9aac0a32-6a20-4801-902d-4dc52c56ceeb | Original: bc26363c-bec1-472f-8caf-160a7b10162e | Status: Pending_Approval | Mode: CAPI
446. Duplicate: 77869bf8-fc50-417e-96ab-10a6e014b829 | Original: bc26363c-bec1-472f-8caf-160a7b10162e | Status: Pending_Approval | Mode: CAPI
447. Duplicate: bceff0cc-6312-4c14-814b-47b5d24c5bee | Original: bc26363c-bec1-472f-8caf-160a7b10162e | Status: Pending_Approval | Mode: CAPI
448. Duplicate: a4361b48-1d3e-4cb7-b1d2-5698f99238fc | Original: bc26363c-bec1-472f-8caf-160a7b10162e | Status: Pending_Approval | Mode: CAPI
449. Duplicate: 2bbfb9d6-b838-4784-9ada-4eab928822a9 | Original: a5e6b699-2d15-4892-bb66-e5ab4449d344 | Status: Pending_Approval | Mode: CAPI
450. Duplicate: d77acfa4-b744-4ef2-be55-b97e99c0dc2a | Original: a5e6b699-2d15-4892-bb66-e5ab4449d344 | Status: Pending_Approval | Mode: CAPI
451. Duplicate: 99519b3a-d5e2-40d1-9b51-88dec62498d4 | Original: a5e6b699-2d15-4892-bb66-e5ab4449d344 | Status: Pending_Approval | Mode: CAPI
452. Duplicate: 8da45779-0259-4f98-8920-e9af7dc66b01 | Original: a5e6b699-2d15-4892-bb66-e5ab4449d344 | Status: Pending_Approval | Mode: CAPI
453. Duplicate: 569a22a8-a6f6-4562-afe6-e3a07f1cd29f | Original: 52b95052-e0e1-4c49-92fe-2bf3fb0a29da | Status: Pending_Approval | Mode: CAPI
454. Duplicate: 892eec12-5efb-4f53-aaef-48bf975363cd | Original: 52b95052-e0e1-4c49-92fe-2bf3fb0a29da | Status: Pending_Approval | Mode: CAPI
455. Duplicate: 5660d34f-5b89-4b99-809a-80650a31bd82 | Original: 52b95052-e0e1-4c49-92fe-2bf3fb0a29da | Status: Pending_Approval | Mode: CAPI
456. Duplicate: 1fbbd704-1747-4b43-8652-7da32dabf1b2 | Original: 52b95052-e0e1-4c49-92fe-2bf3fb0a29da | Status: Pending_Approval | Mode: CAPI
457. Duplicate: 3cc9a725-73d2-4c0c-aa17-dadf5102407b | Original: 32fe0dc2-289a-4abd-b150-9b0abb957811 | Status: Pending_Approval | Mode: CAPI
458. Duplicate: 3423662a-7e08-4cc7-a853-403f3ab11c04 | Original: 32fe0dc2-289a-4abd-b150-9b0abb957811 | Status: Pending_Approval | Mode: CAPI
459. Duplicate: 771c2ad5-545d-4822-99dd-22ff14f0cf97 | Original: 32fe0dc2-289a-4abd-b150-9b0abb957811 | Status: Pending_Approval | Mode: CAPI
460. Duplicate: a8b06b85-17c4-4c68-bf92-1345c6419a1a | Original: 32fe0dc2-289a-4abd-b150-9b0abb957811 | Status: Pending_Approval | Mode: CAPI
461. Duplicate: 90421220-e09a-4b0b-ad8d-893e14559259 | Original: c97c789e-4f8a-4d5d-b912-b91f088e7199 | Status: Pending_Approval | Mode: CAPI
462. Duplicate: c2336783-c636-4721-a61e-8fa1199f4f9b | Original: c97c789e-4f8a-4d5d-b912-b91f088e7199 | Status: Pending_Approval | Mode: CAPI
463. Duplicate: 1c7d3e24-1450-4f2e-80dc-bfe7ea189db4 | Original: c97c789e-4f8a-4d5d-b912-b91f088e7199 | Status: Pending_Approval | Mode: CAPI
464. Duplicate: bd0718b9-a761-4462-af22-614b3fd3189c | Original: 6f4bbe40-d44c-4167-a511-38e5bfcbc414 | Status: Pending_Approval | Mode: CAPI
465. Duplicate: 2a265fdb-1696-418c-857a-ee46c177335e | Original: 6f4bbe40-d44c-4167-a511-38e5bfcbc414 | Status: Pending_Approval | Mode: CAPI
466. Duplicate: cb87fc84-d17c-498f-b523-7276789cc008 | Original: 6f4bbe40-d44c-4167-a511-38e5bfcbc414 | Status: Pending_Approval | Mode: CAPI
467. Duplicate: 503ae77e-c8da-4670-9ce2-523ca45980c6 | Original: f64225da-bb35-44ee-bd4c-5cd7258af9e1 | Status: Rejected | Mode: CAPI
468. Duplicate: 38191fc9-1b4c-4f55-8f7d-9591d236a47f | Original: f64225da-bb35-44ee-bd4c-5cd7258af9e1 | Status: Pending_Approval | Mode: CAPI
469. Duplicate: f7992021-8c28-4641-9944-7ad6b159528d | Original: f64225da-bb35-44ee-bd4c-5cd7258af9e1 | Status: Pending_Approval | Mode: CAPI
470. Duplicate: 404cc985-2eea-43dd-b9d8-412d980dacc5 | Original: f7d8049e-a517-40a4-bab1-e9706ed4d2dd | Status: Pending_Approval | Mode: CAPI
471. Duplicate: 366347e3-728a-44d3-8d94-414c5a215ab7 | Original: f7d8049e-a517-40a4-bab1-e9706ed4d2dd | Status: Pending_Approval | Mode: CAPI
472. Duplicate: 8306ab81-9494-4458-b2aa-f9a6b3e9e2ed | Original: f7d8049e-a517-40a4-bab1-e9706ed4d2dd | Status: Pending_Approval | Mode: CAPI
473. Duplicate: 95a5e042-30b7-45d5-9b49-f5d10e34bcdb | Original: ad39d754-fd5b-4577-a36d-4ee5f8a58e85 | Status: Pending_Approval | Mode: CAPI
474. Duplicate: 8d60f956-cd90-4502-9b3a-66915f48157e | Original: ad39d754-fd5b-4577-a36d-4ee5f8a58e85 | Status: Pending_Approval | Mode: CAPI
475. Duplicate: d130ad44-060e-41ba-830b-49e12787eaee | Original: ad39d754-fd5b-4577-a36d-4ee5f8a58e85 | Status: Pending_Approval | Mode: CAPI
476. Duplicate: a9e176a8-f920-401c-bba8-bcaaf5089ddc | Original: 1b6f3696-0c9b-4217-86bb-dcd3c4993fd1 | Status: Pending_Approval | Mode: CAPI
477. Duplicate: 4d7e9d36-de53-40f4-bfa1-73ac88357d84 | Original: 1b6f3696-0c9b-4217-86bb-dcd3c4993fd1 | Status: Pending_Approval | Mode: CAPI
